@relation Training-weka.filters.unsupervised.attribute.Remove-R1

@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute class {1,2,3,4,5}

@data
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.70121,0.060467,0.053929,0.141416,0.042978,264,44,257,6,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.570897,0.118679,0.055572,0.21771,0.037143,131,0,130,4,3
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.170638,0.235793,0.183942,0.36624,0.043388,186,33,182,6,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.203257,0.11708,0.045778,0.573698,0.060187,367,0,360,8,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.164129,0.490365,0.078061,0.223996,0.043449,119,11,117,3,3
P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.301301,0.170913,0.083791,0.418208,0.025787,135,66,126,3,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.577939,0.063363,0.155498,0.176368,0.026833,81,33,77,2,3
P+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.329502,0.159172,0.246111,0.211033,0.054183,356,66,326,22,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.566112,0.07424,0.062322,0.252869,0.044456,361,66,344,3,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.058787,0.199164,0.019422,0.315122,0.407505,324,77,308,6,3
NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.304916,0.0593,0.04283,0.178678,0.414275,317,22,309,10,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.51224,0.051466,0.117397,0.293701,0.025196,77,0,76,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.216974,0.183827,0.114096,0.406616,0.078487,148,44,143,6,3
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.392991,0.115494,0.115626,0.354588,0.021302,1870,44,1480,28,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.242313,0.256821,0.112436,0.305605,0.082825,299,66,289,10,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.555613,0.047475,0.111222,0.271229,0.014461,10,0,10,0,3
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.177337,0.284353,0.035151,0.43065,0.07251,190,11,185,9,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.079629,0.595408,0.03741,0.190982,0.096572,205,22,202,4,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.310986,0.083708,0.035152,0.500791,0.069363,1031,198,998,9,3
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.270966,0.229389,0.12621,0.319379,0.054056,373,11,371,3,3
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.171261,0.09037,0.060716,0.648552,0.029102,749,0,739,8,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.11242,0.522837,0.073681,0.195187,0.095876,41,11,39,1,3
NEU,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.295471,0.083051,0.07568,0.462641,0.083157,80,0,75,4,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.572289,0.049605,0.037447,0.248876,0.091783,58,0,56,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212863,0.278796,0.0807,0.333006,0.094635,71,11,68,0,3
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.360414,0.128985,0.059965,0.422755,0.027881,92,55,84,1,3
P,AGREEMENT,SUBJECTIVE,88,IRONIC,0.268517,0.026426,0.061178,0.377429,0.26645,98,33,94,4,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224252,0.4479,0.032085,0.232994,0.062769,62,0,61,2,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.032883,0.639285,0.058425,0.104372,0.165034,54,0,52,1,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.156327,0.153959,0.34822,0.3131,0.028394,65,33,61,2,3
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.358506,0.124385,0.064518,0.297814,0.154777,134,0,128,15,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.517286,0.072458,0.10192,0.269026,0.03931,65,0,64,1,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.648482,0.093277,0.041408,0.207488,0.009345,237,22,233,13,3
P,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.190586,0.162372,0.06491,0.554313,0.027819,92,0,91,3,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.055503,0.519677,0.258907,0.096088,0.069825,114,0,112,10,3
NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.242083,0.143693,0.191208,0.389471,0.033545,43,0,41,1,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.173092,0.236878,0.083216,0.360249,0.146564,33,0,32,1,3
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.149776,0.288928,0.047751,0.235281,0.278264,141,22,137,6,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.418667,0.110774,0.239519,0.186745,0.044296,138,0,134,4,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.091562,0.543111,0.139322,0.146076,0.079929,80,44,75,3,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.446749,0.141174,0.06586,0.310286,0.035931,393,44,379,2,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699992,0.047381,0.030358,0.182009,0.04026,146,44,141,3,3
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.626148,0.047712,0.112154,0.187181,0.026806,109,0,107,5,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.795721,0.019792,0.013187,0.161672,0.009628,243,33,235,5,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.60973,0.078409,0.075454,0.214964,0.021444,119,0,117,4,3
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.258944,0.206705,0.048861,0.277352,0.208138,122,0,121,1,3
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.344982,0.041439,0.127991,0.315902,0.169685,56,0,55,1,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.457784,0.04501,0.047425,0.310454,0.139327,130,55,124,3,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.363074,0.055129,0.050897,0.505254,0.025646,73,0,72,2,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.237895,0.292189,0.163764,0.253262,0.052892,103,0,102,4,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.375104,0.101567,0.103564,0.369463,0.050302,128,11,124,2,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.26854,0.142435,0.051126,0.454127,0.083773,123,0,121,9,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.395534,0.149823,0.09304,0.235908,0.125694,78,0,77,1,3
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.471699,0.265323,0.042409,0.164668,0.055902,127,11,122,4,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.618053,0.058533,0.05859,0.203043,0.061781,95,11,93,2,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.277089,0.103517,0.082277,0.367281,0.169836,75,0,73,5,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.287667,0.351101,0.068893,0.256347,0.035992,250,55,241,12,3
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.406685,0.173568,0.104439,0.261198,0.054109,123,0,122,2,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206192,0.199769,0.181778,0.271913,0.140347,76,11,74,0,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.361267,0.130312,0.102396,0.365788,0.040237,121,11,118,1,3
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.415387,0.047753,0.073906,0.310672,0.152282,57,0,54,1,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.512761,0.103644,0.061885,0.252743,0.068967,105,22,102,0,3
P+,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.343192,0.29558,0.109857,0.222548,0.028823,85,0,84,1,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.535542,0.091122,0.042411,0.223247,0.107678,98,11,96,0,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.441096,0.080393,0.07614,0.354114,0.048257,149,0,148,1,3
NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.60848,0.032326,0.204635,0.137875,0.016684,39,0,38,1,3
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.344095,0.283594,0.056315,0.175347,0.140649,52,0,51,2,3
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.072199,0.181493,0.050851,0.197402,0.498055,68,22,65,4,3
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.239151,0.073213,0.08786,0.525689,0.074086,91,0,87,4,3
N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.144129,0.408134,0.125015,0.175961,0.14676,393,165,376,16,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.488174,0.11533,0.043283,0.311843,0.04137,231,55,221,8,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.497234,0.07488,0.063973,0.271657,0.092256,319,11,314,11,3
N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.112699,0.375817,0.060997,0.313018,0.137469,327,11,324,13,3
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.222905,0.090477,0.047535,0.325325,0.313758,250,0,241,11,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.278911,0.108807,0.057058,0.469846,0.085377,160,11,158,7,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.31264,0.153527,0.079025,0.400695,0.054112,320,44,312,14,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.617002,0.122564,0.081846,0.167821,0.010766,108,0,107,6,3
N+,DISAGREEMENT,SUBJECTIVE,69,IRONIC,0.093043,0.589622,0.040658,0.196152,0.080525,78,0,77,0,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.724547,0.051315,0.015064,0.157666,0.051408,124,0,119,2,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.627317,0.069159,0.047961,0.190822,0.06474,78,33,74,0,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.482043,0.116583,0.040409,0.332518,0.028448,73,0,70,3,3
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.231993,0.479662,0.055386,0.191364,0.041596,650,0,474,4,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.535873,0.098993,0.133447,0.193656,0.038031,100,0,99,0,3
P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.389455,0.060455,0.021341,0.308937,0.219812,69,0,68,6,3
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.46435,0.122017,0.070204,0.283423,0.060007,96,0,95,5,3
P,AGREEMENT,SUBJECTIVE,87,IRONIC,0.481018,0.097076,0.101153,0.295007,0.025747,199,55,189,8,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.348761,0.093774,0.064646,0.438951,0.053868,114,55,108,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.66583,0.017897,0.02752,0.233936,0.054816,227,0,216,2,3
P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.462755,0.146706,0.031674,0.288425,0.07044,53,0,41,8,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206677,0.26038,0.15933,0.314699,0.058915,291,0,286,1,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.447376,0.109885,0.210388,0.176101,0.056251,125,0,124,9,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.546435,0.051031,0.050374,0.295638,0.056522,68,0,62,2,3
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.468892,0.144718,0.063222,0.308277,0.014892,69,11,64,0,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.407894,0.154967,0.074392,0.267046,0.095702,90,22,87,2,3
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.241827,0.115406,0.047009,0.523454,0.072303,57,0,56,0,3
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.669543,0.081148,0.058792,0.179789,0.010728,164,11,159,5,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699706,0.025273,0.035106,0.197352,0.042563,352,44,337,10,3
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.142739,0.264763,0.066545,0.178027,0.347927,120,22,117,4,3
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.501705,0.108082,0.058744,0.29497,0.036499,117,22,114,4,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.58143,0.052866,0.072153,0.256746,0.036805,105,22,101,3,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.372946,0.061635,0.154208,0.337913,0.073299,111,22,106,1,3
P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.746207,0.056114,0.052307,0.100403,0.04497,131,33,127,7,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.545481,0.053581,0.121025,0.266646,0.013266,210,22,206,2,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.412837,0.321923,0.069385,0.178281,0.017573,33,0,32,0,3
P,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.209284,0.405547,0.075029,0.178417,0.131723,48,0,47,0,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.418929,0.084643,0.114995,0.227483,0.153951,168,11,158,7,3
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.491313,0.099657,0.072127,0.311693,0.02521,349,88,338,5,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.384319,0.247239,0.069259,0.239388,0.059795,162,0,160,0,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.315245,0.268237,0.11526,0.271451,0.029807,133,22,128,5,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.105672,0.111169,0.075177,0.522418,0.185563,132,33,127,0,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306014,0.142791,0.130334,0.36461,0.05625,32,0,31,2,3
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.386637,0.196089,0.130526,0.274214,0.012534,70,0,69,8,3
P,DISAGREEMENT,OBJECTIVE,83,NONIRONIC,0.355801,0.164772,0.173584,0.26381,0.042033,205,22,202,16,3
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.38524,0.074851,0.086691,0.386348,0.06687,150,0,147,3,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.513834,0.090716,0.043072,0.339875,0.012503,437,88,425,34,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.257145,0.16475,0.038645,0.501287,0.038172,367,0,356,28,3
N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.047694,0.490074,0.026936,0.244611,0.190685,250,44,243,5,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.177485,0.186836,0.038046,0.559246,0.038387,8,0,7,0,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.016128,0.677466,0.055497,0.044578,0.20633,316,11,310,14,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.200471,0.053117,0.072175,0.629525,0.044713,268,33,261,7,3
NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.149875,0.473319,0.057396,0.262991,0.056419,149,0,147,13,3
P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.159107,0.135473,0.153549,0.486421,0.06545,139,0,138,10,3
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.524887,0.128441,0.03254,0.297014,0.017117,174,22,164,5,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.380382,0.288211,0.070082,0.233928,0.027396,247,33,242,8,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.326745,0.235081,0.107333,0.312012,0.018828,60,0,59,0,3
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.225668,0.46097,0.035532,0.243125,0.034704,193,11,191,5,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.505852,0.114058,0.082821,0.260935,0.036334,1010,110,988,72,3
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.215306,0.154194,0.072986,0.48249,0.075024,264,44,252,7,3
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.58719,0.074199,0.099085,0.220455,0.019071,158,44,152,1,3
N,DISAGREEMENT,SUBJECTIVE,72,IRONIC,0.171741,0.130544,0.358282,0.265546,0.073886,269,0,259,16,3
P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.173327,0.299109,0.318722,0.150011,0.058831,97,11,93,4,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.585222,0.046378,0.047487,0.277788,0.043126,625,0,523,12,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.573842,0.043426,0.037564,0.327454,0.017715,990,0,898,13,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.534567,0.068482,0.290548,0.075064,0.03134,728,0,488,7,3
NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.480078,0.113387,0.134957,0.240005,0.031572,252,176,235,2,3
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.554346,0.11941,0.090692,0.226203,0.009349,101,33,97,2,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.242807,0.151008,0.023922,0.506114,0.07615,108,11,106,1,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.109409,0.130917,0.021818,0.358488,0.379368,136,44,127,3,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.380531,0.120462,0.052846,0.385851,0.06031,218,44,212,9,3
P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.478329,0.195672,0.038778,0.250143,0.037077,336,77,321,9,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.30741,0.186706,0.124525,0.348512,0.032848,449,11,439,18,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.200579,0.158266,0.07897,0.456913,0.105272,149,22,143,7,3
N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.167174,0.209269,0.200612,0.398916,0.024031,114,0,113,5,3
N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.183602,0.037216,0.040557,0.170007,0.568618,499,44,488,11,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224749,0.187242,0.077974,0.244488,0.265547,38,11,36,1,3
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.548912,0.071335,0.024489,0.323633,0.031632,113,22,109,1,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.437334,0.085057,0.077293,0.297472,0.102845,78,0,77,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.465483,0.20477,0.093268,0.198225,0.038254,332,0,330,15,3
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.525487,0.030127,0.081859,0.336457,0.02607,189,0,187,2,3
NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.437712,0.102561,0.143635,0.263603,0.05249,174,11,171,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.118353,0.063347,0.063833,0.13449,0.619977,178,0,173,11,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.307891,0.230094,0.05581,0.350052,0.056152,638,0,515,10,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.234734,0.209735,0.125339,0.408883,0.02131,67,0,67,4,3
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.065663,0.381415,0.228976,0.108583,0.215364,422,33,417,12,3
N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.121923,0.193097,0.145281,0.203888,0.335811,190,11,188,0,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.416565,0.1104,0.052926,0.360841,0.059267,183,11,176,10,3
P,DISAGREEMENT,SUBJECTIVE,79,IRONIC,0.578021,0.080479,0.068791,0.215292,0.057417,85,0,82,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.841695,0.025695,0.015972,0.102221,0.014418,224,55,217,3,3
NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.271689,0.428255,0.097003,0.167056,0.035996,72,22,69,1,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.684547,0.030736,0.046919,0.171077,0.066722,70,11,68,2,3
N+,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.618011,0.051895,0.060067,0.225639,0.044389,368,0,367,15,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.10162,0.317644,0.118244,0.22627,0.236222,112,0,111,5,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.150657,0.078331,0.12267,0.354245,0.294097,86,0,83,1,3
N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.536451,0.039469,0.034397,0.20596,0.183723,76,0,75,4,3
P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.551216,0.195146,0.041447,0.155469,0.056722,178,11,170,5,3
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.49284,0.090765,0.141454,0.226885,0.048057,306,11,266,7,3
P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.693133,0.074672,0.089048,0.140405,0.002743,89,11,86,0,3
P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.686418,0.078045,0.071331,0.140397,0.023809,62,0,60,2,3
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.086448,0.179244,0.107483,0.570058,0.056766,108,22,105,2,3
NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.613727,0.077507,0.040315,0.229419,0.039032,60,0,58,2,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212272,0.254966,0.051166,0.384039,0.097556,48,0,47,1,3
NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.546061,0.04876,0.053438,0.258938,0.092802,130,11,127,4,3
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.494533,0.122617,0.043152,0.284837,0.054862,48,0,47,1,3
P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.058859,0.296052,0.090584,0.141817,0.412688,58,22,55,1,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.163868,0.312455,0.053206,0.292739,0.177732,155,0,154,1,3
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.293794,0.108436,0.070383,0.475653,0.051734,43,0,42,0,3
N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.138238,0.286037,0.226651,0.291569,0.057504,52,0,50,1,3
P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.366394,0.238612,0.110126,0.272951,0.011918,65,0,63,1,3
NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.492959,0.108314,0.05366,0.294031,0.051036,34,0,33,0,3
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.62299,0.081655,0.092687,0.153058,0.049612,123,11,120,3,3
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413205,0.079216,0.118977,0.336643,0.05196,100,0,99,3,3
N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.342334,0.198902,0.114392,0.266623,0.077748,34,11,32,0,3
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.117345,0.43883,0.11249,0.312279,0.019056,67,0,63,0,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.607149,0.048002,0.14831,0.185312,0.011228,77,11,74,1,4
P+,AGREEMENT,SUBJECTIVE,80,IRONIC,0.261104,0.207908,0.113187,0.286948,0.130853,99,11,97,2,4
P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.427977,0.164274,0.066434,0.277649,0.063665,38,0,37,2,4
N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.277425,0.099857,0.02668,0.459815,0.136222,146,0,144,9,4
P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.11505,0.588907,0.102442,0.143017,0.050584,22,0,21,2,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.023645,0.794228,0.019766,0.087895,0.074465,29,0,28,1,4
P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.258045,0.179581,0.046458,0.149008,0.366908,111,11,108,3,4
P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.151267,0.590676,0.066749,0.13544,0.055868,171,22,167,4,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.477954,0.10667,0.068323,0.328232,0.018821,116,11,111,1,4
NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.593189,0.06008,0.104459,0.2306,0.011671,172,11,169,8,4
N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557777,0.088709,0.128674,0.150371,0.074469,66,0,64,3,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.23095,0.409536,0.148816,0.162683,0.048015,129,0,127,5,4
N,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.799789,0.058172,0.026164,0.089514,0.026362,116,11,113,1,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.354845,0.162085,0.072667,0.275266,0.135136,232,11,228,5,4
P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.289465,0.229887,0.109059,0.288247,0.083342,107,0,105,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.435396,0.082153,0.11878,0.199053,0.164618,100,0,99,2,4
P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.578566,0.136011,0.036661,0.185649,0.063113,45,0,43,3,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.209158,0.255608,0.059911,0.224857,0.250466,46,0,45,2,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.096732,0.47025,0.052128,0.227191,0.153698,317,0,256,0,4
P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.543656,0.087036,0.117614,0.203818,0.047876,48,0,47,1,4
P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.075062,0.503885,0.086656,0.155049,0.179348,41,0,40,2,4
P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.170164,0.512459,0.080739,0.142161,0.094477,101,0,100,2,4
P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.103841,0.472561,0.108977,0.253898,0.060724,83,0,81,4,4
P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.406307,0.161006,0.089741,0.307329,0.035616,63,0,61,1,4
