@relation Training

@attribute id numeric
@attribute score_tag {NONE,P,NEU,N,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {OBJECTIVE,SUBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute anger numeric
@attribute joy numeric
@attribute fear numeric
@attribute sadness numeric
@attribute surprise numeric
@attribute noAlphanumerics numeric
@attribute negation_words numeric
@attribute word_number numeric
@attribute misspelled numeric
@attribute extraversion numeric
@attribute openness numeric
@attribute agreeableness numeric
@attribute conscientiousness numeric
@attribute class {1,2,3,4,5}

@data
622,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.357135,0.308915,0.085477,0.186341,0.062133,290,77,281,5,0.424192,0.540226,0.371622,0.572009,2
623,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.511003,0.04617,0.039816,0.388241,0.01477,145,22,139,4,0.434057,0.488997,0.333676,0.540383,2
624,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.624791,0.033845,0.055271,0.244832,0.041261,139,0,137,3,0.504803,0.517857,0.499413,0.49573,2
625,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.565299,0.041748,0.046771,0.294597,0.051585,92,22,89,1,0.564512,0.483031,0.522343,0.491461,2
626,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.317881,0.027533,0.040608,0.571263,0.042715,64,0,63,1,0.536672,0.489997,0.43068,0.495472,2
627,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.355792,0.085248,0.077341,0.30587,0.175749,82,11,79,3,0.602112,0.600745,0.439588,0.454028,2
628,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.649368,0.0318,0.029571,0.286142,0.003118,131,33,127,3,0.43649,0.513464,0.295054,0.540355,2
629,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.399311,0.100724,0.095381,0.388845,0.015739,190,33,180,5,0.556677,0.55438,0.414161,0.479468,2
630,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.323943,0.23299,0.082714,0.290141,0.070213,78,0,73,2,0.46062,0.519641,0.37756,0.523726,2
631,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.27367,0.091382,0.082222,0.506995,0.04573,242,22,235,2,0.542616,0.560194,0.435807,0.483543,2
632,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.254991,0.084643,0.188648,0.438484,0.033234,62,11,60,1,0.590555,0.519408,0.452073,0.495026,2
633,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.384119,0.035094,0.043771,0.413062,0.123955,64,11,61,0,0.499987,0.506273,0.337356,0.526632,2
634,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.25514,0.10898,0.072206,0.514561,0.049112,148,0,138,1,0.531758,0.463357,0.499661,0.500985,2
635,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.536747,0.165211,0.030081,0.236576,0.031385,553,11,543,23,0.432123,0.457555,0.462159,0.532305,2
636,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.295538,0.142477,0.160302,0.331731,0.069952,572,88,551,13,0.527007,0.482195,0.533517,0.497094,2
637,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.314207,0.099279,0.070744,0.443608,0.072162,347,66,335,11,0.544025,0.54465,0.436555,0.495906,2
638,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362652,0.088258,0.207238,0.28166,0.060193,137,11,127,3,0.512547,0.539552,0.345,0.496155,2
639,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.408256,0.123755,0.095348,0.335061,0.03758,223,11,219,5,0.549562,0.487866,0.439367,0.529592,2
640,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.141651,0.490588,0.030828,0.225463,0.11147,70,0,69,3,0.519279,0.506585,0.532418,0.497539,2
641,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.402548,0.181814,0.034699,0.332673,0.048265,455,66,448,6,0.55074,0.634177,0.524482,0.473185,2
642,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.500957,0.10255,0.088046,0.275016,0.033431,199,0,191,14,0.519393,0.537595,0.38477,0.523464,2
643,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.359406,0.179585,0.102412,0.343706,0.01489,164,11,162,3,0.498168,0.548692,0.381507,0.523453,2
644,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.537301,0.105416,0.033851,0.295623,0.027809,213,0,171,7,0.502563,0.487948,0.472532,0.556218,2
645,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.227837,0.301839,0.162427,0.201917,0.10598,145,11,141,4,0.431597,0.527343,0.412259,0.543182,2
646,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.481348,0.080741,0.061234,0.304698,0.071979,113,0,110,1,0.547474,0.57014,0.361263,0.51057,2
647,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.422714,0.146447,0.109372,0.313451,0.008015,245,0,226,6,0.511288,0.509317,0.405723,0.518394,2
648,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.741379,0.04773,0.041346,0.154955,0.014591,378,99,366,6,0.540691,0.551019,0.484503,0.534495,2
649,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.542528,0.03732,0.022358,0.378248,0.019545,33,0,28,0,0.490497,0.541284,0.323989,0.512708,2
650,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.272867,0.090317,0.296076,0.329339,0.011402,112,22,103,1,0.366033,0.454761,0.384637,0.584147,2
651,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.467505,0.073519,0.139115,0.252677,0.067184,277,0,276,11,0.377989,0.524497,0.339057,0.541144,2
652,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.193607,0.359181,0.045965,0.377038,0.02421,263,22,257,7,0.542188,0.511338,0.455455,0.50649,2
653,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.360778,0.077744,0.131114,0.400112,0.030252,130,11,126,2,0.441476,0.540093,0.330925,0.549121,2
654,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.375303,0.133585,0.07069,0.36653,0.053891,31,11,29,0,0.506114,0.651758,0.394386,0.497859,2
655,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.679851,0.045799,0.098298,0.170093,0.005959,167,11,164,1,0.505469,0.533681,0.419108,0.500149,2
656,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.372702,0.076513,0.035257,0.493847,0.021681,136,0,135,3,0.487834,0.569497,0.372185,0.503831,2
657,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.23797,0.21378,0.057524,0.429409,0.061318,64,11,61,6,0.600274,0.590924,0.495294,0.473098,2
658,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.310152,0.136129,0.073699,0.35234,0.12768,144,0,140,6,0.438904,0.545062,0.428896,0.497313,2
659,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.283226,0.037856,0.035864,0.612696,0.030358,72,11,69,1,0.517737,0.465806,0.39158,0.510769,2
660,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.34851,0.279817,0.100883,0.242348,0.028442,91,0,89,5,0.425956,0.5373,0.43305,0.497713,2
661,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.235145,0.099074,0.094848,0.536289,0.034643,294,11,290,5,0.538088,0.617601,0.446029,0.459781,2
662,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.343433,0.092269,0.050318,0.437965,0.076016,439,11,433,12,0.510943,0.49856,0.390913,0.526406,2
663,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.213132,0.078203,0.066968,0.593678,0.048019,313,11,303,13,0.496241,0.480823,0.378774,0.508923,2
664,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.426762,0.063614,0.151744,0.3419,0.015979,280,99,270,6,0.536984,0.496127,0.491143,0.491446,2
665,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.673522,0.051171,0.072888,0.191935,0.010484,283,0,276,6,0.516659,0.465225,0.466541,0.511361,2
666,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.576752,0.125469,0.068999,0.209952,0.018828,91,11,89,2,0.515222,0.556291,0.382899,0.505372,2
667,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.829687,0.00889,0.026206,0.1332,0.002017,229,0,227,20,0.368514,0.461541,0.386793,0.552344,2
668,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.851839,0.006287,0.017798,0.120718,0.003358,123,0,119,6,0.545545,0.457141,0.482281,0.47493,2
669,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.158187,0.172156,0.169293,0.376247,0.124117,110,0,108,3,0.543086,0.558159,0.447251,0.482635,2
670,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.222316,0.11678,0.087084,0.518,0.055821,421,66,411,19,0.569598,0.539169,0.523045,0.462599,2
671,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.158747,0.065161,0.104563,0.649917,0.021613,206,77,191,16,0.606185,0.500919,0.479869,0.472337,2
672,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.553564,0.076148,0.066722,0.279136,0.02443,139,0,138,1,0.557303,0.521506,0.480794,0.492339,2
673,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.305664,0.110385,0.119388,0.43231,0.032253,264,0,261,4,0.656366,0.509724,0.502174,0.447655,2
674,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.363669,0.197606,0.058088,0.315393,0.065244,66,0,64,2,0.461633,0.54103,0.368265,0.526453,2
675,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.688099,0.025952,0.061783,0.21271,0.011457,158,55,151,1,0.488563,0.503533,0.418977,0.525219,2
676,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.363028,0.065931,0.10717,0.442757,0.021114,567,0,565,16,0.54424,0.567647,0.440823,0.491759,2
677,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.307684,0.329811,0.063967,0.241732,0.056805,374,88,365,13,0.48377,0.464716,0.383164,0.550134,2
678,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.707826,0.069085,0.084921,0.120265,0.017903,231,0,228,11,0.503473,0.578493,0.366471,0.487826,2
679,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.369102,0.176971,0.096462,0.322123,0.035342,819,0,726,25,0.529975,0.52845,0.375431,0.5739,2
680,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.154892,0.12035,0.203178,0.456413,0.065167,104,0,100,3,0.574921,0.550781,0.428564,0.5324,2
681,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.234583,0.047674,0.067222,0.59223,0.058292,79,11,77,2,0.546493,0.553183,0.49352,0.505008,2
682,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.557296,0.045058,0.038311,0.293545,0.065791,285,0,271,20,0.517077,0.560747,0.388567,0.524439,2
683,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.22248,0.116507,0.074519,0.498755,0.087739,176,33,166,2,0.486818,0.471666,0.45932,0.507761,2
684,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.543049,0.056078,0.058829,0.290205,0.051839,142,11,140,6,0.50776,0.506666,0.444817,0.511418,2
685,P,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.451822,0.149639,0.068587,0.275246,0.054706,179,0,176,7,0.512174,0.494971,0.431927,0.5159,2
686,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.29431,0.128389,0.122353,0.434427,0.020521,55,0,54,2,0.532713,0.462125,0.529421,0.517803,2
687,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.367108,0.31598,0.05371,0.240735,0.022466,157,33,152,3,0.573947,0.568254,0.542542,0.469696,2
688,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.533545,0.079914,0.064418,0.29256,0.029562,282,33,276,10,0.479155,0.60732,0.377023,0.512117,2
689,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.078221,0.687075,0.126101,0.097176,0.011427,92,0,91,4,0.540339,0.49008,0.455872,0.504398,2
690,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.229928,0.079812,0.039552,0.582712,0.067996,469,22,451,14,0.560666,0.486123,0.466657,0.455669,2
691,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.539355,0.168202,0.043387,0.236252,0.012805,123,44,116,3,0.544732,0.510051,0.458573,0.517858,2
692,P+,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.243734,0.186121,0.060315,0.450671,0.059159,252,22,245,12,0.50651,0.537478,0.415803,0.493939,2
693,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.247743,0.177663,0.082691,0.461145,0.030758,320,154,304,10,0.591525,0.498153,0.474862,0.479801,2
694,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.424318,0.136294,0.04926,0.358303,0.031825,129,11,126,4,0.606259,0.515064,0.607137,0.434844,2
695,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.560475,0.033812,0.229065,0.168016,0.008632,253,0,249,14,0.526427,0.447637,0.579293,0.522704,2
696,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.413156,0.161241,0.103911,0.288236,0.033456,73,11,70,4,0.518316,0.486838,0.397402,0.55077,2
697,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.254754,0.295252,0.062364,0.373909,0.01372,255,33,249,1,0.52715,0.49384,0.493884,0.500771,2
698,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.540686,0.096217,0.138368,0.201238,0.023491,172,0,168,9,0.448381,0.483597,0.418421,0.541992,2
699,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.181554,0.095626,0.16692,0.533409,0.022491,215,11,210,7,0.508797,0.544859,0.369466,0.515942,2
700,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.087686,0.332803,0.370547,0.155437,0.053528,747,110,723,31,0.519889,0.516475,0.409769,0.52166,2
701,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.054305,0.57368,0.153479,0.16804,0.050497,144,11,140,1,0.580837,0.559385,0.475205,0.508061,2
702,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.24193,0.079947,0.095157,0.562293,0.020673,197,0,194,9,0.509032,0.435013,0.367016,0.540422,2
703,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.531661,0.100256,0.052022,0.299068,0.016993,468,121,446,12,0.54577,0.494681,0.377343,0.4943,2
704,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.150325,0.444198,0.076374,0.238614,0.09049,874,0,772,12,0.475254,0.520005,0.459661,0.509574,2
705,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.542232,0.066544,0.134763,0.161202,0.095259,423,0,414,8,0.488862,0.543732,0.378016,0.539997,2
706,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.421287,0.066527,0.133505,0.361266,0.017416,371,0,369,7,0.521136,0.496782,0.411793,0.528102,2
707,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.651418,0.069616,0.032146,0.143199,0.103621,133,22,121,8,0.507638,0.4799,0.449444,0.517009,2
708,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.34604,0.15401,0.120929,0.265882,0.11314,297,77,283,6,0.49384,0.510688,0.420185,0.513474,2
709,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.547707,0.067003,0.152372,0.191507,0.041411,200,0,197,8,0.562843,0.508801,0.461778,0.502618,2
710,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.43964,0.047515,0.041941,0.313783,0.15712,222,44,215,6,0.473879,0.458983,0.509308,0.547885,2
711,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382452,0.180229,0.075985,0.329439,0.031894,107,0,106,3,0.497368,0.460911,0.393529,0.524774,2
712,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.575355,0.060525,0.048737,0.288015,0.027368,259,22,253,9,0.535498,0.536353,0.34697,0.517657,2
713,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.130273,0.114433,0.170306,0.461905,0.123084,253,11,250,11,0.502547,0.453274,0.447355,0.544856,2
714,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.323098,0.151713,0.0712,0.34891,0.10508,88,0,87,3,0.513955,0.507616,0.430316,0.532376,2
715,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.253047,0.157875,0.090576,0.442726,0.055776,594,176,571,21,0.522982,0.545287,0.379643,0.460393,2
716,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.210041,0.083336,0.071657,0.581586,0.05338,547,44,525,14,0.500807,0.499509,0.395228,0.509386,2
717,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.568391,0.023312,0.167962,0.232945,0.007389,57,0,57,5,0.457679,0.543949,0.410092,0.549133,2
718,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.040056,0.597409,0.1014,0.13671,0.124425,1012,0,990,90,0.525167,0.563356,0.477692,0.487968,2
719,P,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.076343,0.15356,0.063907,0.253816,0.452374,229,0,224,7,0.56733,0.490196,0.421762,0.488761,2
720,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.432701,0.031166,0.087979,0.430559,0.017594,121,22,113,4,0.439966,0.545211,0.348678,0.506168,2
721,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.538433,0.11537,0.10926,0.196823,0.040114,269,88,259,6,0.482273,0.511856,0.441071,0.502942,2
722,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.296661,0.022046,0.094117,0.577017,0.010158,200,55,194,2,0.542626,0.476642,0.502926,0.499477,2
723,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.306632,0.014531,0.026399,0.647547,0.004891,138,11,136,12,0.524405,0.490611,0.373044,0.503911,2
724,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.391999,0.104352,0.066592,0.40217,0.034887,193,77,184,8,0.492944,0.53402,0.4539,0.494741,2
725,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.325322,0.092302,0.079266,0.472555,0.030554,122,11,119,6,0.501935,0.513623,0.392274,0.519188,2
726,P+,AGREEMENT,SUBJECTIVE,88,IRONIC,0.426152,0.166919,0.15741,0.229707,0.019811,254,22,250,5,0.531922,0.531083,0.442054,0.522498,2
727,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.195491,0.120239,0.203745,0.230924,0.2496,147,0,146,8,0.505832,0.542667,0.478157,0.514216,2
728,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.207427,0.063403,0.105495,0.593077,0.030598,49,0,48,0,0.508625,0.42777,0.480112,0.506436,2
729,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.274041,0.092189,0.076686,0.507073,0.050012,155,0,154,7,0.514936,0.493857,0.46817,0.533194,2
730,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.303677,0.146885,0.057453,0.43122,0.060765,372,0,371,17,0.549091,0.524114,0.388584,0.546101,2
731,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.371724,0.157857,0.095809,0.314188,0.060422,50,22,47,3,0.541137,0.503604,0.395509,0.506811,2
732,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.304075,0.07534,0.114477,0.49324,0.012867,125,11,121,3,0.513121,0.537493,0.493095,0.466887,2
733,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.444713,0.087656,0.083167,0.328316,0.056149,629,110,611,12,0.494992,0.54464,0.411615,0.522689,2
734,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.559765,0.127632,0.07887,0.224378,0.009355,122,0,119,5,0.510707,0.483158,0.387304,0.512308,2
735,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.334259,0.273941,0.106423,0.252761,0.032615,213,99,203,3,0.608414,0.430285,0.451737,0.517186,2
736,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.633247,0.054745,0.090666,0.207369,0.013974,92,0,90,5,0.470992,0.590439,0.354359,0.500544,2
737,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.3755,0.073129,0.073101,0.46907,0.009201,72,22,65,0,0.541334,0.436071,0.382503,0.541475,2
738,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.423802,0.062863,0.111876,0.378067,0.023391,93,0,91,1,0.537749,0.534006,0.505761,0.476024,2
739,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.597225,0.039396,0.063521,0.289787,0.010072,116,22,112,9,0.558438,0.499219,0.511023,0.453786,2
740,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.355197,0.090204,0.113893,0.397736,0.042969,279,22,274,12,0.51087,0.51605,0.534213,0.484067,2
741,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.471133,0.066059,0.025128,0.366704,0.070975,117,33,113,1,0.531827,0.580696,0.412794,0.493802,2
742,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.360865,0.073433,0.124162,0.40263,0.038909,79,22,74,2,0.475446,0.612128,0.423569,0.479325,2
743,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.41885,0.109369,0.03673,0.422898,0.012153,248,33,241,9,0.521294,0.511298,0.395029,0.504217,2
744,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.378769,0.183583,0.099442,0.203619,0.134587,38,11,35,0,0.537584,0.442263,0.457548,0.557231,2
745,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.299665,0.22273,0.095946,0.301637,0.080022,84,0,82,3,0.618282,0.444475,0.439962,0.471185,2
746,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.211569,0.183111,0.07134,0.482905,0.051074,147,0,144,1,0.595344,0.528726,0.459918,0.488313,2
747,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.421208,0.107639,0.096373,0.331199,0.043581,101,0,99,1,0.46961,0.4693,0.345537,0.537358,2
748,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.445623,0.199273,0.029829,0.267462,0.057812,425,33,417,14,0.552016,0.646284,0.438327,0.465236,2
749,N+,DISAGREEMENT,SUBJECTIVE,71,IRONIC,0.278487,0.255586,0.070564,0.345986,0.049377,355,33,343,15,0.579781,0.478284,0.476867,0.491878,2
750,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.38645,0.174525,0.054159,0.322116,0.06275,206,22,196,8,0.489157,0.511916,0.391521,0.560383,2
751,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.491922,0.100961,0.150254,0.236189,0.020674,132,11,129,3,0.372395,0.595932,0.342719,0.551532,2
752,P,AGREEMENT,SUBJECTIVE,80,IRONIC,0.460277,0.083367,0.120522,0.277513,0.058321,150,11,146,5,0.507614,0.563386,0.422173,0.496564,2
753,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.462961,0.035889,0.068514,0.387084,0.045552,29,0,28,5,0.506816,0.479198,0.400317,0.522879,2
754,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.326707,0.087315,0.069016,0.501494,0.015468,241,11,236,11,0.515445,0.443557,0.473649,0.513961,2
755,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.8128,0.012508,0.028464,0.141973,0.004255,90,0,89,3,0.455818,0.498795,0.355293,0.524054,2
756,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.518521,0.050506,0.046705,0.30329,0.080978,303,33,299,6,0.495995,0.506379,0.443212,0.50412,2
757,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.433397,0.074478,0.0828,0.365483,0.043842,269,33,261,9,0.458541,0.490518,0.47725,0.510571,2
758,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.12166,0.35374,0.170391,0.302425,0.051784,122,0,120,5,0.469219,0.48339,0.509926,0.532348,2
759,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.516275,0.053803,0.061385,0.291036,0.0775,191,22,185,10,0.487394,0.513986,0.389982,0.515358,2
760,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.368174,0.083525,0.16366,0.340929,0.043713,147,22,143,3,0.485282,0.528878,0.377507,0.502888,2
761,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.669422,0.024534,0.062007,0.224885,0.019152,22,0,21,0,0.457584,0.510796,0.382002,0.517551,2
762,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.795098,0.011195,0.035809,0.099301,0.058597,111,0,108,6,0.569754,0.489827,0.492031,0.492935,2
763,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.4616,0.053014,0.205051,0.230259,0.050075,124,11,121,2,0.540918,0.507886,0.534232,0.484909,2
764,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.653827,0.029615,0.057658,0.231599,0.0273,180,22,176,10,0.558609,0.657932,0.442956,0.465478,2
765,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.19418,0.150073,0.03864,0.54734,0.069768,42,0,41,1,0.55896,0.533214,0.398355,0.469184,2
766,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.114288,0.586717,0.033757,0.242708,0.02253,562,0,556,10,0.639254,0.476427,0.614082,0.481637,2
767,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.392613,0.145334,0.137774,0.271061,0.053218,99,0,97,4,0.426309,0.49006,0.380364,0.550645,2
768,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350679,0.09226,0.153334,0.323521,0.080206,136,33,131,6,0.599147,0.508867,0.4048,0.569049,2
769,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.67505,0.028035,0.050402,0.22995,0.016563,44,0,43,1,0.487721,0.54597,0.362484,0.51409,2
770,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.626735,0.027018,0.06257,0.210138,0.073539,216,11,212,8,0.507613,0.506915,0.394652,0.497971,2
771,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.517015,0.064677,0.097402,0.304073,0.016832,121,11,119,3,0.518992,0.566376,0.402524,0.491366,2
772,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.257401,0.19524,0.212047,0.296776,0.038536,77,0,73,1,0.499626,0.521395,0.346264,0.514388,2
773,N,AGREEMENT,SUBJECTIVE,90,IRONIC,0.531096,0.089676,0.134538,0.212267,0.032422,117,0,115,2,0.511737,0.630353,0.357429,0.493243,2
774,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.634429,0.055932,0.074329,0.126766,0.108545,91,0,90,3,0.362468,0.47801,0.42131,0.610922,2
775,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.677361,0.051746,0.065087,0.156102,0.049704,98,22,93,0,0.48505,0.434717,0.393553,0.597222,2
776,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.38365,0.059322,0.039929,0.486158,0.030942,114,33,110,0,0.456466,0.600061,0.353533,0.517079,2
